Wähler;Ungültige;;CDU;;SPD;;FDP;;DIE LINKE;;GRÜNE;;CSU;;PIRATEN;;NPD;;Tierschutzpartei;;REP;;ÖDP;;FAMILIE;;Bündnis 21/RRP;;RENTNER;;BP;;PBC;;BüSo;;DIE VIOLETTEN;;MLPD;;Volksabstimmung;;PSG;;AfD;;BIG;;pro Deutschland;;DIE RECHTE;;DIE FRAUEN;;FREIE WÄHLER;;Nichtwähler;;PARTEI DER VERNUNFT;;Die PARTEI;;B;;BGD;;DKP;;NEIN!;;Übrige;
Erststimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen
141574;2282;2174;33265;31544;39360;36403;2088;5134;23200;26068;25687;23329;0;0;5463;6608;1363;1234;0;0;0;198;0;319;0;0;0;0;0;0;0;0;0;0;217;144;0;0;202;145;0;0;0;76;4212;5443;479;473;0;292;0;0;0;0;239;304;0;0;0;0;1856;1686;0;0;0;0;261;0;0;0;1400;0
175061;2414;2237;41295;40617;36180;38030;1581;4380;48926;43472;25442;24300;0;0;5860;6767;2872;2597;0;0;0;231;0;416;0;0;0;0;0;0;0;0;0;0;322;182;0;0;0;146;0;0;0;124;7088;8372;0;84;0;457;0;0;0;0;861;665;0;0;0;0;2220;1984;0;0;0;0;0;0;0;0;0;0
133484;2603;2428;58845;52545;38593;34571;2605;5708;8508;10394;8790;11427;0;0;3251;3417;2254;1976;0;0;0;310;0;240;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;44;0;0;0;50;5852;7906;0;209;0;449;0;0;0;0;624;661;0;0;0;0;865;1074;0;0;0;0;0;0;0;0;694;0
130485;2722;2639;50071;46757;47790;36932;1788;4856;9199;12146;5942;10542;0;0;4030;3960;2022;1815;0;0;0;310;0;224;0;0;0;0;0;0;0;0;0;0;270;164;0;0;0;85;0;0;0;55;5543;7458;553;460;0;494;0;0;0;0;555;550;0;0;0;0;0;1038;0;0;0;0;0;0;0;0;0;0
175539;2559;2102;73460;64500;50540;44371;4605;11057;9102;12426;20416;23487;0;0;4216;4358;1165;1016;0;0;0;169;0;353;0;0;0;0;0;0;0;0;0;0;281;140;0;0;0;55;0;0;0;50;7321;9257;0;160;0;331;0;0;0;0;598;552;0;0;0;0;1276;1155;0;0;0;0;0;0;0;0;0;0
153420;2086;1755;56079;49285;47619;41058;3801;10347;9368;13446;22176;23324;0;0;3657;3872;754;639;0;0;0;114;0;242;0;0;84;0;0;0;0;0;0;0;181;120;0;0;0;45;0;0;0;39;5649;7276;227;205;0;220;0;0;0;0;478;457;0;0;0;0;1057;976;0;0;0;0;0;0;0;0;204;0
177205;3046;2773;60926;55275;45659;47834;2585;7134;12801;17937;35461;26941;0;0;5233;5526;1789;1588;0;0;0;219;0;342;0;0;0;0;0;0;0;0;0;0;348;221;0;0;0;73;0;0;0;63;6391;7988;567;473;0;481;0;0;0;0;905;759;0;0;0;0;1494;1578;0;0;0;0;0;0;0;0;0;0
140825;3102;2868;42092;40038;44528;36211;1861;4122;16144;19677;16126;19156;0;0;6094;5654;3094;2627;0;0;0;216;0;255;0;0;0;0;0;0;0;0;0;0;222;126;0;0;208;143;0;0;0;80;4140;5832;0;617;0;454;0;0;0;0;794;689;0;0;0;0;2420;2060;0;0;0;0;0;0;0;0;0;0
168048;2317;2358;22723;25474;29799;39784;1647;3579;28441;41639;66056;34420;0;0;6317;9612;1291;1140;0;0;0;107;0;426;0;0;0;0;0;0;0;0;0;0;108;86;457;0;0;209;0;0;0;126;3325;4623;602;594;0;252;0;0;0;0;515;477;0;0;0;0;2666;3142;624;0;0;0;0;0;0;0;1160;0
148406;2187;2125;33036;37170;26093;31204;1429;2904;61661;43118;7344;10787;0;0;4205;5176;4039;3795;0;0;0;227;0;328;0;0;0;0;0;0;0;0;0;0;218;199;0;0;208;191;0;0;0;83;5788;8106;0;88;0;524;0;0;0;0;855;894;0;0;0;0;1343;1487;0;0;0;0;0;0;0;0;0;0
132817;2078;2085;33552;33947;22341;25103;938;2278;50866;43026;4071;5068;0;0;3668;3996;5540;5101;0;0;0;243;0;202;0;0;0;0;0;0;0;0;0;0;239;181;0;0;0;111;0;0;0;102;6347;8319;0;73;1101;1116;0;0;0;0;717;752;0;0;0;0;860;1114;0;0;0;0;0;0;0;0;499;0
138551;2259;2150;30988;31491;26636;27886;939;2117;54932;47158;5748;7956;0;0;4917;5072;3858;3486;0;0;0;220;0;265;0;0;0;0;0;0;0;0;0;0;231;172;0;0;0;163;0;0;0;117;5827;7480;0;73;0;595;0;0;0;0;997;771;0;0;0;0;0;1379;0;0;0;0;0;0;0;0;1219;0
134447;1476;1213;54175;48728;46907;36432;2883;8401;8225;10212;11931;17485;0;0;4541;4669;743;680;0;0;0;116;0;221;0;0;0;40;0;0;0;0;0;0;0;17;0;0;0;25;0;137;0;14;2961;4149;0;123;0;160;0;46;0;0;605;555;0;149;0;91;0;784;0;0;0;0;0;0;0;0;0;0
164576;3027;2308;73621;66328;57635;52897;3827;7948;9418;10538;9096;10220;0;0;4543;3712;2153;1697;0;0;1256;792;0;213;0;0;0;77;0;0;0;0;0;0;0;30;0;0;0;26;0;338;0;30;0;5337;0;111;0;320;0;55;0;0;0;551;0;225;0;104;0;719;0;0;0;0;0;0;0;0;0;0
134521;2205;1882;70649;65417;37444;34895;2921;6543;5720;6915;7511;7336;0;0;3310;3019;1718;1427;0;0;0;254;0;145;0;0;0;77;0;0;0;0;0;0;0;29;0;0;0;18;0;231;0;44;3043;4652;0;60;0;251;0;26;0;0;0;437;0;195;0;112;0;556;0;0;0;0;0;0;0;0;0;0
145541;2765;2070;71903;63532;48849;42549;2722;7102;7288;8120;6951;8729;0;0;4867;3478;0;1565;0;0;0;183;0;148;0;0;0;74;0;0;0;0;0;0;0;35;0;0;0;31;0;373;0;40;0;5732;0;67;0;311;0;46;0;0;0;344;0;238;0;122;0;652;0;0;0;0;0;0;0;0;196;0
182970;6195;4235;83598;75521;63676;55089;5390;10235;7820;9266;9822;12264;0;0;6469;3865;0;1769;0;0;0;245;0;221;0;0;0;108;0;0;0;0;0;0;0;46;0;0;0;19;0;407;0;44;0;6660;0;225;0;700;0;73;0;0;0;747;0;313;0;227;0;691;0;0;0;0;0;0;0;0;0;0
178218;3940;2747;88759;79055;53703;46982;6101;11611;8166;9075;10066;12544;0;0;4894;3826;2589;1702;0;0;0;191;0;213;0;0;0;94;0;0;0;0;0;0;0;24;0;0;0;35;0;473;0;33;0;7183;0;96;0;489;0;20;0;0;0;576;0;277;0;210;0;762;0;0;0;0;0;0;0;0;0;0
132837;1445;1235;48232;43863;48632;40759;3243;7235;8583;10709;13513;16056;0;0;3361;3501;1329;1032;0;0;0;168;0;204;0;0;0;80;0;0;0;0;0;0;170;61;0;0;0;73;0;208;0;31;3885;5367;0;254;0;411;0;18;0;0;444;337;0;241;0;111;0;883;0;0;0;0;0;0;0;0;0;0
184162;1478;1143;73011;64909;59975;48190;4762;14871;9521;12689;26426;28642;0;0;3677;4072;783;596;0;0;0;103;0;328;0;0;0;53;0;0;0;0;0;0;107;38;0;0;0;43;0;213;0;37;3839;5955;0;132;0;245;0;10;0;0;583;403;0;364;0;96;0;1030;0;0;0;0;0;0;0;0;0;0
141714;1765;1368;45999;42902;55021;44240;3158;6339;10883;12960;18046;20905;0;0;4161;3789;1750;1057;0;0;0;151;0;263;0;0;0;67;0;0;0;0;0;0;203;59;0;0;0;57;0;248;0;34;0;4513;0;381;0;488;0;27;0;0;728;405;0;293;0;127;0;1041;0;0;0;0;0;0;0;0;0;0
175014;2143;1775;64778;62844;65955;44909;10416;14418;7523;10988;14797;23686;0;0;4113;4418;0;801;0;0;0;92;0;293;0;0;0;47;0;0;0;0;0;0;0;25;0;0;0;42;0;197;0;21;4382;7389;0;955;0;358;0;19;0;0;0;309;0;217;0;132;907;1079;0;0;0;0;0;0;0;0;0;0
172653;2251;1906;84556;74187;50271;46065;4172;10796;7946;9496;10895;14000;0;0;3472;3771;1618;1464;0;0;0;148;0;238;0;0;0;103;0;0;0;0;0;0;0;23;0;0;0;18;1150;809;0;38;5519;7514;0;152;0;315;0;20;0;0;803;534;0;205;0;138;0;713;0;0;0;0;0;0;0;0;0;0
164635;2190;1725;85058;73860;44098;39571;5058;13468;5445;7433;11732;14122;0;0;3151;3163;1207;1091;0;0;0;111;0;270;0;0;0;75;0;0;0;0;0;0;0;21;0;0;0;18;598;421;0;17;5058;7362;0;146;0;299;0;10;0;0;1040;585;0;163;0;115;0;589;0;0;0;0;0;0;0;0;0;0
150899;1983;1953;77800;67437;44773;40185;3226;8446;6373;8055;7675;10347;0;0;2769;2849;1491;1329;0;0;0;152;0;262;0;0;0;72;0;0;0;0;0;0;0;18;0;0;0;26;0;363;0;32;4455;7487;0;80;0;473;0;21;0;0;0;364;0;189;0;130;0;629;0;0;0;0;0;0;0;0;354;0
169131;1527;1411;98017;73278;41894;43721;2937;11676;6884;8473;11472;15113;0;0;0;3311;1241;1149;0;0;0;155;0;265;0;0;0;79;0;0;0;0;0;0;0;25;0;0;0;30;0;294;0;24;4713;7945;0;119;0;348;0;28;0;0;0;463;0;297;0;153;0;774;0;0;0;0;0;0;0;0;446;0
150030;2086;1590;58201;52884;61172;48511;3447;7212;8554;10615;10589;14283;0;0;0;3816;2450;1578;0;0;0;177;0;202;0;0;0;65;0;0;0;0;0;0;0;30;0;0;398;164;0;315;0;23;0;5807;0;277;0;514;0;16;0;0;1604;632;0;230;0;96;1529;993;0;0;0;0;0;0;0;0;0;0
145925;2520;1987;52427;47470;58407;46638;4314;8198;10992;12499;10198;14318;0;0;4264;3561;2803;1620;0;0;0;390;0;202;0;0;0;61;0;0;0;0;0;0;0;19;0;0;0;131;0;311;0;37;0;5989;0;187;0;473;0;79;0;0;0;440;0;227;0;126;0;962;0;0;0;0;0;0;0;0;0;0
160929;2357;1908;70269;62029;52931;48123;4170;9650;9222;10740;11334;12676;0;0;4432;3901;0;1590;0;0;0;345;0;216;0;0;0;74;0;0;0;0;0;0;0;32;0;0;430;177;0;320;0;36;5784;6853;0;263;0;500;0;25;0;0;0;347;0;200;0;138;0;786;0;0;0;0;0;0;0;0;0;0
154473;1800;1590;75628;65696;52832;43173;2964;9660;5697;7808;7735;11699;0;0;3134;3243;0;1273;0;0;0;283;0;229;0;0;0;96;0;0;0;0;0;0;0;45;0;0;0;26;0;273;0;30;4683;7764;0;148;0;328;0;47;0;0;0;305;0;199;0;101;0;457;0;0;0;0;0;0;0;0;0;0
123036;1657;1382;55307;50254;45091;37580;2920;7421;5166;6646;5987;8408;0;0;2997;2655;0;1097;0;0;0;197;0;147;0;0;0;55;0;0;0;0;0;0;0;26;0;0;0;31;0;212;0;21;3911;5730;0;96;0;245;0;39;0;0;0;197;0;176;0;74;0;347;0;0;0;0;0;0;0;0;0;0
165028;1635;1353;78206;65978;47731;43269;5825;14985;8657;10505;13427;15445;0;0;3063;3458;824;770;0;0;466;379;0;182;0;0;0;63;0;0;0;0;0;0;0;33;0;0;173;81;0;202;0;28;5021;6891;0;126;0;201;0;21;0;0;0;241;0;187;0;89;0;541;0;0;0;0;0;0;0;0;0;0
139390;1983;1348;55990;51050;48065;41737;3980;7979;12538;10705;10315;13399;0;0;3848;3509;1330;1048;0;0;961;550;0;188;0;0;0;65;0;0;0;0;0;0;380;81;0;0;0;61;0;245;0;35;0;5845;0;154;0;283;0;18;0;0;0;256;0;193;0;85;0;556;0;0;0;0;0;0;0;0;0;0
154444;1878;1635;78712;69480;46619;42604;3507;9418;5983;7606;7226;9363;0;0;3891;3666;1665;1503;0;0;0;226;0;187;0;0;0;92;0;0;0;0;0;0;0;43;0;0;0;39;0;297;0;39;4155;6276;0;201;0;358;0;26;0;0;808;646;0;168;0;107;0;464;0;0;0;0;0;0;0;0;0;0
127559;1953;1617;63843;55030;36665;35447;2847;7414;7827;8080;7638;7792;0;0;0;3149;1663;1339;0;0;0;145;0;158;0;0;0;45;0;0;0;0;0;0;0;20;0;0;0;30;0;199;0;23;4259;5255;0;124;0;310;0;20;0;0;0;316;0;179;0;123;864;744;0;0;0;0;0;0;0;0;0;0
150999;1858;1579;73201;66802;46148;40968;5447;10901;6165;7768;8693;10303;0;0;3372;3173;1415;1192;0;0;0;155;0;165;0;0;0;77;0;0;0;0;0;0;0;34;0;0;0;42;0;301;0;34;3633;5753;0;156;0;289;0;24;0;0;529;457;0;150;0;80;538;596;0;0;0;0;0;0;0;0;0;0
167490;1886;1693;87764;76747;47198;44103;3857;10493;7998;8897;8880;11106;0;0;3466;3464;1684;1557;0;0;0;145;0;204;0;0;0;99;0;0;0;0;0;0;0;37;0;0;0;32;0;355;0;43;4182;6806;0;105;0;303;0;20;0;0;575;457;0;159;0;113;0;552;0;0;0;0;0;0;0;0;0;0
161873;2383;1713;81216;77833;52778;43253;5003;9094;0;7322;9220;9856;0;0;4327;3212;1630;1293;0;0;0;115;0;198;0;0;0;94;0;0;0;0;0;0;0;24;0;0;0;31;0;280;0;23;5316;6300;0;47;0;306;0;30;0;0;0;234;0;137;0;101;0;377;0;0;0;0;0;0;0;0;0;0
153981;1736;1512;66172;59970;59709;53249;2781;7224;7527;9091;7489;9780;0;0;3567;3154;0;1646;0;0;0;229;0;158;0;0;490;243;0;0;0;0;0;0;0;25;0;0;0;36;0;256;0;28;4510;5678;0;84;0;346;0;39;0;0;0;295;0;179;0;116;0;643;0;0;0;0;0;0;0;0;0;0
131185;1948;1489;51835;47806;53578;44856;3245;7237;6994;8546;6888;9485;0;0;3040;2739;2039;1463;0;0;0;166;0;126;0;0;0;74;0;0;0;0;0;0;0;30;0;0;268;110;0;222;0;27;0;5085;0;143;0;404;0;26;0;0;730;402;0;109;0;106;620;534;0;0;0;0;0;0;0;0;0;0
121815;2161;1500;38477;36109;55779;47165;1955;4044;8802;9475;6107;8341;0;0;3926;2897;4608;2748;0;0;0;318;0;156;0;0;0;76;0;0;0;0;0;0;0;36;0;0;0;181;0;267;0;43;0;6211;0;336;0;857;0;63;0;0;0;207;0;177;0;91;0;517;0;0;0;0;0;0;0;0;0;0
105682;2063;1550;30654;27665;44759;44727;1680;2891;8920;9160;5371;5376;0;0;2909;2449;4676;3507;0;0;0;299;0;75;0;0;0;115;0;0;0;0;0;0;0;32;0;0;351;228;0;248;0;52;4299;5349;0;335;0;845;0;77;0;0;0;143;0;122;0;72;0;365;0;0;0;0;0;0;0;0;0;0
147679;2469;1912;46889;43882;65442;60222;2415;4802;10627;11732;11396;9604;0;0;4440;3579;4001;2938;0;0;0;234;0;167;0;0;0;104;0;0;0;0;0;0;0;49;0;0;0;92;0;293;0;47;0;6145;0;155;0;641;0;47;0;0;0;225;0;168;0;116;0;525;0;0;0;0;0;0;0;0;0;0
140961;1796;1483;49487;47247;58741;53275;3412;6388;7664;8968;8824;9837;0;0;3093;2858;2339;2029;0;0;0;227;0;142;0;0;0;77;0;0;0;0;0;0;0;41;0;0;222;108;0;217;0;42;5383;6404;0;209;0;469;0;53;0;0;0;167;0;151;0;78;0;491;0;0;0;0;0;0;0;0;0;0
108599;1614;1319;33243;30540;51677;44684;1721;3627;7752;8716;5382;7616;0;0;3048;2733;2884;2014;0;0;0;370;0;88;0;0;0;51;0;0;0;0;0;0;304;81;0;0;240;168;0;191;0;21;0;4556;0;231;0;385;0;28;0;0;0;212;0;153;0;92;734;723;0;0;0;0;0;0;0;0;0;0
151040;1551;1268;59101;54310;59008;49626;3007;8581;7341;9855;11576;14550;0;0;3169;3087;1489;1294;0;0;0;215;0;186;0;0;0;60;0;0;0;0;0;0;213;91;0;0;0;100;0;190;0;32;4015;5812;0;140;0;326;0;21;0;0;0;236;0;205;0;98;0;757;0;0;0;0;0;0;0;0;570;0
122346;1801;1419;41383;40898;54504;48070;2426;4100;7410;8244;6178;7716;0;0;2953;2661;1770;1530;0;0;0;204;0;152;0;0;0;85;0;0;0;0;0;0;0;21;0;0;0;86;0;217;0;37;3921;5464;0;162;0;402;0;41;0;0;0;185;0;163;0;79;0;410;0;0;0;0;0;0;0;0;0;0
137426;2221;1702;49404;47082;61748;54378;2122;4813;7529;8501;6733;7860;0;0;3807;3140;2574;1730;0;0;0;252;0;131;0;0;0;65;0;0;0;0;0;0;0;29;0;0;282;140;0;328;0;61;0;5494;0;168;0;440;0;66;0;0;0;266;0;184;0;128;0;468;0;0;0;0;0;0;0;0;1006;0
118452;1608;1504;33460;32380;58967;51514;1933;3468;7112;8880;4270;6413;0;0;2670;2569;2833;2562;0;0;0;463;0;82;0;0;0;81;0;0;0;0;0;0;0;17;0;0;493;398;0;205;0;22;4405;5553;0;455;0;702;0;48;0;0;701;448;0;120;0;112;0;456;0;0;0;0;0;0;0;0;0;0
147449;1602;1243;75853;72802;46459;41073;4075;7434;5484;6420;7458;8936;0;0;3246;2778;0;943;0;0;0;123;0;155;0;0;0;54;0;0;0;0;0;0;0;16;0;0;0;20;0;152;0;24;3272;4126;0;40;0;146;0;28;0;0;0;282;0;130;0;90;0;434;0;0;0;0;0;0;0;0;0;0
148181;2010;1693;53354;51021;66913;58800;2372;5095;7827;9153;5277;7998;0;0;3613;3029;0;2208;0;0;0;327;986;465;0;0;0;79;0;0;0;0;0;0;0;36;0;0;299;142;0;280;0;53;5530;6034;0;243;0;547;0;54;0;0;0;177;0;142;0;110;0;495;0;0;0;0;0;0;0;0;0;0
151387;1401;1118;86028;80352;40643;38391;3389;7915;4513;5447;9548;9138;0;0;3016;2468;0;948;0;0;0;103;0;167;0;0;0;61;0;0;0;0;0;0;0;17;0;0;0;17;0;182;0;22;2849;4042;0;22;0;170;0;12;0;0;0;248;0;117;0;78;0;352;0;0;0;0;0;0;0;0;0;0
149678;1297;1193;83175;74391;39724;38075;3826;8328;4929;6167;10346;12083;0;0;2884;2605;0;812;0;0;0;110;0;188;461;0;0;64;0;0;0;0;0;0;0;14;0;0;0;22;0;171;0;29;3036;4216;0;18;0;243;0;13;0;0;0;267;0;101;0;96;0;472;0;0;0;0;0;0;0;0;0;0
146050;1336;1296;69385;62729;52786;48324;2603;6822;5533;6765;8464;10981;0;0;2356;2504;1021;940;0;0;0;96;0;123;0;0;0;50;0;0;0;0;0;0;0;16;0;0;0;25;0;156;0;24;2566;4028;0;74;0;115;0;16;0;0;0;279;0;133;0;89;0;465;0;0;0;0;0;0;0;0;0;0
180093;1527;1291;69352;67626;63296;48579;10222;12119;7620;11254;19767;27118;0;0;3582;4037;0;490;0;0;0;54;752;595;0;0;0;52;0;0;0;0;0;0;0;21;0;0;0;51;0;123;0;27;3651;5236;0;59;0;139;0;23;0;0;0;195;0;218;0;113;0;673;0;0;0;0;0;0;0;0;324;0
158085;1684;1552;80272;73764;50056;45609;3533;8486;5488;6858;9300;11305;0;0;3163;3123;1134;1090;0;0;0;122;0;178;0;0;0;53;0;0;0;0;0;0;0;25;0;0;0;23;0;223;0;29;3455;4571;0;53;0;147;0;4;0;0;0;378;0;93;0;70;0;329;0;0;0;0;0;0;0;0;0;0
168983;2080;1840;83869;77361;56031;47962;3146;8236;7133;8332;9069;13148;0;0;3134;3070;0;1260;0;0;0;139;0;354;0;0;343;164;0;0;0;0;0;0;0;21;0;0;0;20;0;222;0;38;4178;5286;0;111;0;228;0;17;0;0;0;454;0;171;0;112;0;437;0;0;0;0;0;0;0;0;0;0
179625;2476;2077;66021;62698;67464;57931;3523;7055;12153;14869;19026;20711;0;0;4564;4189;0;1233;0;0;0;131;0;280;0;0;0;63;0;0;0;0;0;0;0;39;0;0;0;97;0;315;0;51;4398;6076;0;190;0;336;0;34;0;0;0;226;0;190;0;93;0;741;0;0;0;0;0;0;0;0;0;0
163815;2482;1855;65873;63755;66637;56554;5651;6798;8706;9409;8209;12297;0;0;4697;3350;0;1267;0;0;0;211;0;186;0;0;0;76;0;0;0;0;0;0;0;29;0;0;0;36;0;286;0;32;0;5832;0;67;0;332;0;22;0;0;1119;661;0;175;0;109;0;476;0;0;0;0;0;0;0;0;441;0
145637;2113;1611;66385;59134;58186;49536;2738;6640;5943;7114;5923;10527;0;0;3756;2893;0;936;0;0;0;239;0;151;0;0;0;61;0;0;0;0;0;0;0;16;0;0;0;30;0;254;0;31;0;5170;0;39;0;244;0;28;0;0;593;358;0;141;0;89;0;395;0;0;0;0;0;0;0;0;0;0
125708;1797;1514;49783;48776;50934;43583;2873;5698;5186;6369;7070;9123;0;0;2814;2498;0;1020;0;0;0;139;0;133;0;0;0;56;0;0;0;0;0;0;0;18;0;0;0;27;0;238;0;36;3154;4758;0;60;0;266;0;29;0;0;868;788;0;105;0;95;0;379;0;0;0;0;0;0;0;0;1229;0
155994;2260;1996;76882;70520;48159;45707;2956;7423;6328;7894;8757;10266;0;0;2854;2853;1312;1188;0;0;0;88;693;400;0;0;0;63;0;0;0;0;0;0;0;22;0;0;0;22;0;221;0;29;4004;5545;0;91;0;198;0;19;0;0;1086;807;0;113;0;91;0;438;0;0;0;0;0;0;0;0;703;0
176149;2103;2001;102867;89394;40429;40630;3296;8774;6969;9065;11254;12445;0;0;3800;3682;1442;1383;0;0;0;132;0;293;0;0;0;76;0;0;0;0;0;0;0;31;0;0;0;17;0;257;0;31;3521;6296;0;119;0;248;0;24;0;0;0;500;0;187;0;126;0;438;0;0;0;0;0;0;0;0;468;0
147183;2595;1737;49329;51328;68044;53380;4978;6604;8181;9820;6521;9806;0;0;3931;3262;2822;1611;0;0;0;310;0;159;0;0;514;189;0;0;0;0;0;0;0;20;0;0;268;96;0;305;0;33;0;6374;0;142;0;744;0;29;0;0;0;373;0;182;0;113;0;566;0;0;0;0;0;0;0;0;0;0
134749;1897;1600;47530;44028;56197;50946;2666;5977;6743;8498;10964;12071;0;0;3003;2951;1523;1241;0;0;0;152;0;187;0;0;0;64;0;0;0;0;0;0;0;19;0;0;233;156;0;222;0;37;3993;5178;0;143;0;323;0;44;0;0;0;197;0;153;0;75;0;487;0;0;0;0;0;0;0;0;0;0
154030;2865;1848;53861;46448;66851;58766;2069;5862;10331;12022;10323;14667;0;0;4608;3903;2832;1916;0;0;0;170;0;237;0;0;0;69;0;0;0;0;0;0;0;36;0;0;290;145;0;245;0;36;0;5820;0;196;0;374;0;48;0;0;0;286;0;187;0;71;0;678;0;0;0;0;0;0;0;0;0;0
126927;2397;1794;37807;35149;60610;54876;1894;3528;9500;10162;7194;8275;0;0;3779;3078;3348;2225;0;0;0;439;0;156;0;0;0;89;0;0;0;0;0;0;0;24;0;0;398;198;0;267;0;40;0;4949;0;224;0;463;0;54;0;0;0;217;0;152;0;88;0;480;0;0;0;0;0;0;0;0;0;0
149031;1562;1546;45310;42712;67019;56180;2882;6107;8835;11653;11042;15827;0;0;3775;4078;2139;1894;0;0;0;157;0;172;0;0;203;136;0;0;0;0;0;0;0;27;0;0;254;154;0;304;0;32;5188;6060;0;158;0;243;0;125;0;0;634;437;0;161;0;137;0;731;0;0;0;0;0;0;0;0;188;0
137503;1850;1501;43688;39604;63388;55683;2014;5139;9340;10568;9228;11328;0;0;4036;3322;2741;1894;0;0;0;160;0;125;0;0;0;81;0;0;0;0;0;0;0;21;0;0;0;71;0;297;0;33;0;5571;0;241;0;311;0;50;0;0;1218;609;0;129;0;122;0;643;0;0;0;0;0;0;0;0;0;0
148119;1843;1504;52433;46794;68287;60019;2514;5850;7749;9127;8242;11567;0;0;3535;3189;2174;1505;0;0;0;139;0;125;0;0;0;83;0;0;0;0;0;0;0;40;0;0;0;55;0;309;0;31;0;5525;0;172;0;362;0;29;0;0;1342;882;0;141;0;114;0;557;0;0;0;0;0;0;0;0;0;0
167338;2426;1946;64871;60984;71174;63646;3439;6153;9277;10399;8250;9990;0;0;3930;3465;2913;2064;0;0;0;281;0;123;0;0;0;76;0;0;0;0;0;0;0;21;0;0;0;66;0;298;0;33;0;5523;0;236;0;457;0;92;0;0;1058;683;0;129;0;118;0;555;0;0;0;0;0;0;0;0;0;0
167911;2435;1765;82394;74380;55127;50439;3870;8218;8267;8721;9868;11565;0;0;3996;3410;1954;1321;0;0;0;180;0;204;0;0;0;86;0;0;0;0;0;0;0;32;0;0;0;25;0;333;0;52;0;5711;0;91;0;330;0;59;0;0;0;229;0;192;0;101;0;467;0;0;0;0;0;0;0;0;0;0
151727;2123;1681;83952;74530;44682;42054;2878;7625;6159;7055;6308;7161;0;0;3280;2940;1708;1269;0;0;0;160;0;173;0;0;0;85;0;0;0;0;0;0;0;20;0;0;0;22;0;319;0;39;0;5140;0;43;0;278;0;22;0;0;637;533;0;131;0;88;0;359;0;0;0;0;0;0;0;0;0;0
156569;1812;1673;70833;64307;56510;49563;3383;7327;6891;8920;7808;9937;0;0;2732;2722;1856;1759;0;0;0;269;0;286;0;0;0;55;0;0;0;0;0;0;0;22;0;0;0;41;0;312;0;35;4744;7653;0;406;0;312;0;30;0;0;0;243;0;146;0;101;0;450;0;0;0;0;0;0;0;0;0;0
150469;1632;1554;76911;71437;48711;42002;3586;7694;5635;7113;5132;7726;0;0;2694;2708;1692;1574;0;0;0;188;0;193;0;0;0;84;0;0;0;0;0;0;0;27;0;0;0;22;0;312;0;44;3931;6151;0;117;0;275;0;20;0;0;545;505;0;134;0;101;0;488;0;0;0;0;0;0;0;0;0;0
145197;1695;1637;59768;59536;59821;46318;2792;6431;6926;8463;4498;7971;0;0;3114;3284;1874;1620;0;0;0;284;0;145;0;0;0;119;0;0;0;0;0;0;0;18;0;0;0;47;0;363;0;31;4709;7122;0;147;0;317;0;27;0;0;0;389;0;194;0;109;0;625;0;0;0;0;0;0;0;0;0;0
112071;2610;1908;49906;49473;22316;16970;2276;2912;23843;22696;3399;3144;0;0;2149;2141;5572;4272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0;104;0;0;0;0;0;6762;0;0;0;394;0;0;0;0;0;1158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138427;2028;1633;54566;50481;29511;25286;2307;4028;31923;29122;7683;9466;0;0;4043;4362;4489;3246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1877;408;0;0;0;203;0;0;0;0;0;8394;0;0;0;489;0;0;0;0;0;1309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153935;2075;1748;52077;49553;35515;28778;2237;4583;37750;34302;13732;17075;0;0;3914;5897;3096;2207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1192;349;0;0;0;221;0;0;0;0;0;7702;0;0;0;383;0;0;0;0;0;1137;0;0;0;0;2347;0;0;0;0;0;0;0;0;0;0;0
